time,open,high,low,close,volume
2024-10-09,62160.5,63417.56,58946.0,62540.0,67620.43374
2024-10-12,62539.99,66500.0,62050.0,66083.99,60490.47333
2024-10-15,66084.0,68424.0,64800.01,67421.78,98950.43828
2024-10-18,67421.78,69400.0,67192.36,69031.99,49361.77615
2024-10-21,69032.0,69519.52,65260.0,66668.65,81503.62522
2024-10-24,66668.65,68850.0,65596.29,67092.76,68912.45772
2024-10-27,67092.76,73620.12,66913.73,72736.42,87828.55645
2024-10-30,72736.41,72961.0,68820.14,69496.01,94539.96108
2024-11-02,69496.0,69914.37,66835.0,67850.01,65317.76673
2024-11-05,67850.01,76849.99,67476.63,75857.89,182351.486012
2024-11-08,75857.89,81500.0,75555.0,80370.01,115293.279168
2024-11-11,80370.01,93265.64,80216.01,90375.2,266387.407814
2024-11-14,90375.21,91850.0,86668.21,90586.92,127375.33843
2024-11-17,90587.98,93905.51,88722.0,92310.79,114072.63739
2024-11-20,92310.8,99588.01,91500.0,98892.0,157620.868432
2024-11-23,98892.0,98908.85,92600.19,93010.01,106806.27301
2024-11-26,93010.01,97208.21,90791.1,95643.98,127826.70229
2024-11-29,95643.99,98619.99,95364.99,97185.18,59144.21989
2024-12-02,97185.17,99000.0,93578.17,98587.32,117636.52992
2024-12-05,98587.32,104088.0,90500.0,99831.99,169903.208662
2024-12-08,99831.99,101351.0,94150.05,96593.0,120270.80216
2024-12-11,96593.0,102540.0,95658.24,101424.25,88889.90959
2024-12-14,101424.24,107793.07,100609.41,106058.66,77723.027775
2024-12-17,106058.65,108353.0,95700.0,97461.86,134520.332016
2024-12-20,97461.86,99540.61,92232.54,95186.27,105721.50749
2024-12-23,95186.28,99569.15,92520.0,99429.6,70959.15701
2024-12-26,99429.61,99963.7,93500.01,95300.0,56079.52446
2024-12-29,95300.0,96250.0,91530.45,93576.0,60807.46217
2025-01-01,93576.0,98976.91,92888.0,98174.18,47597.64497
2025-01-04,98174.17,102480.0,97276.79,102235.6,42349.12749
2025-01-07,102235.6,102724.38,91203.67,92552.49,100309.39116
2025-01-10,92552.49,95836.0,92206.02,94545.06,47137.63476
2025-01-13,94545.07,100681.94,89256.69,100497.35,100976.17355
2025-01-16,100497.35,105865.22,97335.13,104556.23,91312.53607
2025-01-19,104556.23,109588.0,99550.0,106143.82,178867.534732
2025-01-22,106143.82,107120.0,101262.28,104870.5,99811.05302
2025-01-25,104870.51,105500.0,97777.77,102082.83,69638.97025
2025-01-28,102082.83,106457.44,100272.68,104722.94,64551.49039
2025-01-31,104722.94,106012.0,96150.0,97700.59,68893.63879
2025-02-03,97700.59,102500.01,91231.0,96612.43,141666.02991
2025-02-06,96612.44,100137.99,95620.34,96444.74,65456.66764
2025-02-09,96444.75,98478.42,94713.0,95778.2,53341.55529
2025-02-12,95778.21,98826.0,94088.23,97500.48,67245.96887
2025-02-15,97500.47,97972.26,95205.0,95780.0,32032.84683
2025-02-18,95780.01,98711.36,93388.09,98305.0,56864.09602
2025-02-21,98305.01,99475.0,94871.95,96258.0,54402.30761
2025-02-24,96258.0,96500.0,82256.01,84250.09,166776.75819
2025-02-27,84250.09,87078.46,78258.52,86064.53,151938.54872
2025-03-02,86064.54,95000.0,81500.0,87281.98,169669.29969
2025-03-05,87281.98,92810.64,84667.03,86801.75,130586.81778
2025-03-08,86801.74,86897.25,77459.91,78595.86,86738.00804
2025-03-11,78595.86,84539.85,76606.0,81115.78,108250.32865
2025-03-14,81115.78,85309.71,80818.84,82574.53,55779.38606
2025-03-17,82574.52,87000.0,81134.66,86845.94,62976.69615
2025-03-20,86845.93,87453.67,83175.25,83840.59,39467.5002
