time,open,high,low,close,volume,close_time,quote_volume,num_trades,taker_base,taker_quote,ignored
2017-09-13 00:00:00+00:00,4159.72,4165.38,3760,3944.69,913.462545,2017-09-13 23:59:59.999000+00:00,3570365.92571669,5019,363.053413,1425986.44091325,0
2017-09-14 00:00:00+00:00,3944,3993,3165.13,3189.02,1665.021543,2017-09-14 23:59:59.999000+00:00,5914261.40460825,9066,761.153976,2711572.43635069,0
2017-09-15 00:00:00+00:00,3188.01,3856,2817,3700,1968.866492,2017-09-15 23:59:59.999000+00:00,6588767.18669446,10445,966.122245,3236325.66838306,0
2017-09-16 00:00:00+00:00,3674.01,3950,3470.66,3714.95,1297.563953,2017-09-16 23:59:59.999000+00:00,4804878.24721283,8809,624.887842,2314536.03271908,0
2017-09-17 00:00:00+00:00,3685.23,3748.21,3499.02,3699.99,682.17121,2017-09-17 23:59:59.999000+00:00,2466490.27859466,6355,273.931976,994843.63045949,0
2017-09-18 00:00:00+00:00,3690,4123.2,3690,4035.01,1030.006455,2017-09-18 23:59:59.999000+00:00,4069033.05715863,8220,417.638722,1651863.37125876,0
2017-09-19 00:00:00+00:00,4060,4089.97,3830.91,3910.04,902.332129,2017-09-19 23:59:59.999000+00:00,3558315.19743872,7342,257.320352,1016803.88177532,0
2017-09-20 00:00:00+00:00,3910.04,4046.08,3820,3900,720.935076,2017-09-20 23:59:59.999000+00:00,2839584.45308804,7231,395.275138,1562210.14983916,0
2017-09-21 00:00:00+00:00,3889.99,3910,3567,3609.99,1001.654084,2017-09-21 23:59:59.999000+00:00,3757043.07821264,8714,517.258926,1946238.63873747,0
2017-09-22 00:00:00+00:00,3592.84,3750,3505.55,3595.87,838.966425,2017-09-22 23:59:59.999000+00:00,3031771.43292849,8152,511.059869,1848104.61254174,0
2017-09-23 00:00:00+00:00,3595.88,3817.19,3542.91,3780,752.792791,2017-09-23 23:59:59.999000+00:00,2799706.99951511,8402,431.94671,1608679.14327472,0
2017-09-24 00:00:00+00:00,3779.54,3789.99,3622.76,3660.02,661.63639,2017-09-24 23:59:59.999000+00:00,2445788.43620041,8724,290.93917,1077964.32638088,0
2017-09-25 00:00:00+00:00,3660.02,3979.87,3653.69,3920.75,727.994713,2017-09-25 23:59:59.999000+00:00,2784170.85318322,9740,298.839159,1144089.17964881,0
2017-09-26 00:00:00+00:00,3928,3976.99,3850.05,3882.35,526.727987,2017-09-26 23:59:59.999000+00:00,2061195.57868009,7971,225.570283,883925.0185633,0
2017-09-27 00:00:00+00:00,3882.36,4249.94,3872.81,4193,628.170966,2017-09-27 23:59:59.999000+00:00,2554629.81447101,8373,348.083641,1418522.03112125,0
2017-09-28 00:00:00+00:00,4192.11,4300,4101,4174.5,849.785325,2017-09-28 23:59:59.999000+00:00,3553178.87037354,11426,364.517452,1525467.35780567,0
2017-09-29 00:00:00+00:00,4178.98,4263.86,3952.01,4174.69,1602.309565,2017-09-29 23:59:59.999000+00:00,6571746.35900076,14834,660.408235,2706153.81551434,0
2017-09-30 00:00:00+00:00,4175,4380,4138.1,4378.51,720.353183,2017-09-30 23:59:59.999000+00:00,3088354.40084536,9324,292.966693,1258540.22252994,0
2017-10-01 00:00:00+00:00,4378.49,4406.52,4240.04,4378.48,726.963685,2017-10-01 23:59:59.999000+00:00,3137143.89184457,9816,291.975904,1263465.86667018,0
2017-10-02 00:00:00+00:00,4400,4561.63,4360,4380,655.756974,2017-10-02 23:59:59.999000+00:00,2905282.77570845,8185,289.541406,1286786.89051625,0
2017-10-03 00:00:00+00:00,4380,4467.33,4180.8,4310,1082.323563,2017-10-03 23:59:59.999000+00:00,4627422.74283879,12379,492.735181,2107462.11039911,0
2017-10-04 00:00:00+00:00,4314.9,4373,4142,4208.59,868.465101,2017-10-04 23:59:59.999000+00:00,3676415.10054891,11006,292.928777,1237552.36930596,0
2017-10-05 00:00:00+00:00,4208.59,4355,4110,4292.43,779.138638,2017-10-05 23:59:59.999000+00:00,3295532.82397779,9158,351.042019,1483036.83360606,0
2017-10-06 00:00:00+00:00,4318.99,4417,4292,4369,506.529176,2017-10-06 23:59:59.999000+00:00,2212035.12414239,6546,226.148177,988106.60264063,0
2017-10-07 00:00:00+00:00,4369,4479.5,4312.56,4423,297.5975,2017-10-07 23:59:59.999000+00:00,1302533.21459281,4804,145.313076,637146.85809303,0
2017-10-08 00:00:00+00:00,4425,4658,4425,4640,518.462004,2017-10-08 23:59:59.999000+00:00,2347356.46944654,7580,280.094854,1268660.82999198,0
2017-10-09 00:00:00+00:00,4640,4889.98,4550,4786.95,646.463145,2017-10-09 23:59:59.999000+00:00,3040508.90436387,10372,350.756559,1654274.63749423,0
2017-10-10 00:00:00+00:00,4786.95,4960,4680.59,4783.06,1043.221773,2017-10-10 23:59:59.999000+00:00,5044283.86347582,11967,678.832674,3289613.76073974,0
2017-10-11 00:00:00+00:00,4783.06,4881.61,4710,4821.43,753.429396,2017-10-11 23:59:59.999000+00:00,3609240.90903919,5895,540.087975,2586977.71897445,0
2017-10-12 00:00:00+00:00,4821.43,5439.99,4810.16,5430,1276.701482,2017-10-12 23:59:59.999000+00:00,6659759.29119366,8030,796.594719,4149667.59915114,0
2017-10-13 00:00:00+00:00,5439.99,5846.17,5379.84,5649.98,1879.82762,2017-10-13 23:59:59.999000+00:00,10597340.3010499,11663,878.638077,4945786.36371635,0
2017-10-14 00:00:00+00:00,5650,5900,5580.01,5869.99,970.759046,2017-10-14 23:59:59.999000+00:00,5533972.4859947,6259,433.794904,2472775.20446234,0
2017-10-15 00:00:00+00:00,5855.03,5922.3,5400.01,5709.99,1343.523375,2017-10-15 23:59:59.999000+00:00,7553650.20132813,7452,601.422361,3384776.70651666,0
2017-10-16 00:00:00+00:00,5710,5788.91,5585.19,5760.02,1528.996462,2017-10-16 23:59:59.999000+00:00,8701914.79553535,9153,719.218538,4096285.84717841,0
2017-10-17 00:00:00+00:00,5760,5774.98,5508.63,5595,1429.869376,2017-10-17 23:59:59.999000+00:00,8041662.31881055,9755,688.766779,3874630.11789208,0
2017-10-18 00:00:00+00:00,5595,5596,5037.95,5512.06,2317.804373,2017-10-18 23:59:59.999000+00:00,12456909.9760437,14824,1039.622475,5582555.96464678,0
2017-10-19 00:00:00+00:00,5513,5710,5490.26,5683.9,1881.722107,2017-10-19 23:59:59.999000+00:00,10609368.7733836,11553,866.172234,4889254.26776489,0
2017-10-20 00:00:00+00:00,5683.31,6110,5600,6010.01,1972.97722,2017-10-20 23:59:59.999000+00:00,11486552.1888066,11656,833.037457,4827682.43818362,0
2017-10-21 00:00:00+00:00,6013.72,6171,5850.03,6024.97,1664.307693,2017-10-21 23:59:59.999000+00:00,10114821.4402635,10182,796.022575,4842552.09005084,0
2017-10-22 00:00:00+00:00,6003.27,6060,5720.03,5950.02,1362.092216,2017-10-22 23:59:59.999000+00:00,8035415.37335629,8846,559.072342,3298113.25431534,0
2017-10-23 00:00:00+00:00,5975,6080,5621.03,5915.93,1812.557715,2017-10-23 23:59:59.999000+00:00,10607190.980727,10736,733.791079,4292971.67402233,0
2017-10-24 00:00:00+00:00,5909.47,5925,5450,5477.03,2580.418767,2017-10-24 23:59:59.999000+00:00,14564495.8505603,13075,1128.826117,6369508.22114772,0
2017-10-25 00:00:00+00:00,5506.92,5704.96,5286.98,5689.99,2282.813205,2017-10-25 23:59:59.999000+00:00,12544847.891542,12026,1102.091326,6072831.20164732,0
2017-10-26 00:00:00+00:00,5670.1,5939.99,5650,5861.77,1972.965882,2017-10-26 23:59:59.999000+00:00,11417126.6360256,11429,779.739997,4524676.60186949,0
2017-10-27 00:00:00+00:00,5861.77,5980,5649.24,5768.83,1403.706416,2017-10-27 23:59:59.999000+00:00,8167069.73635031,8305,624.087409,3639525.74476665,0
2017-10-28 00:00:00+00:00,5768.79,5850.02,5630.03,5719.64,1276.754412,2017-10-28 23:59:59.999000+00:00,7308076.01911184,8556,522.437128,2992463.28829385,0
2017-10-29 00:00:00+00:00,5709.98,6189.88,5648.01,6169.98,1804.778173,2017-10-29 23:59:59.999000+00:00,10620967.6245917,10651,954.170196,5607341.71306722,0
2017-10-30 00:00:00+00:00,6133.01,6248.68,6030,6120.5,1473.687043,2017-10-30 23:59:59.999000+00:00,9030219.28673499,9027,568.13297,3484470.96871416,0
2017-10-31 00:00:00+00:00,6120.52,6498.01,6100,6463,1511.774925,2017-10-31 23:59:59.999000+00:00,9487640.8400991,12503,666.763568,4189144.86604943,0
2017-11-01 00:00:00+00:00,6463,6774.67,6338.02,6753.98,1675.615188,2017-11-01 23:59:59.999000+00:00,10951171.0725404,16775,681.762424,4456444.95893702,0
2017-11-02 00:00:00+00:00,6753.98,7300,6685.1,7019.98,2503.610803,2017-11-02 23:59:59.999000+00:00,17369001.3309188,20222,1152.043042,8002005.80575711,0
2017-11-03 00:00:00+00:00,7010.31,7346.34,6923,7115.04,1891.497592,2017-11-03 23:59:59.999000+00:00,13614451.7465413,15375,790.186344,5689002.21482195,0
2017-11-04 00:00:00+00:00,7115.02,7480.99,6901,7357.09,1399.191767,2017-11-04 23:59:59.999000+00:00,10064538.3965904,13395,638.387268,4597312.95311455,0
2017-11-05 00:00:00+00:00,7357.27,7590.25,7279.02,7345.01,1207.83233,2017-11-05 23:59:59.999000+00:00,9000403.86573288,11090,540.675195,4027338.87761942,0
2017-11-06 00:00:00+00:00,7345.1,7401,6906,6960.12,1763.019261,2017-11-06 23:59:59.999000+00:00,12673524.6216398,13525,730.003787,5258426.96569148,0
2017-11-07 00:00:00+00:00,6981.72,7198.49,6901,7064.04,1440.259494,2017-11-07 23:59:59.999000+00:00,10173272.337808,13132,591.187992,4181187.39303234,0
2017-11-08 00:00:00+00:00,7070,7770.02,6651,7303,2822.298802,2017-11-08 23:59:59.999000+00:00,20491286.1984082,24381,1291.344472,9394534.42380506,0
2017-11-09 00:00:00+00:00,7303.01,7392,7015,7079.99,1913.398308,2017-11-09 23:59:59.999000+00:00,13798534.3472174,13818,724.154878,5221300.62862515,0
2017-11-10 00:00:00+00:00,7079,7279.91,6255.01,6506.98,3254.704105,2017-11-10 23:59:59.999000+00:00,22083345.1839616,18889,1565.261439,10594456.2111561,0
2017-11-11 00:00:00+00:00,6503,6797.98,6100,6245.05,2754.156861,2017-11-11 23:59:59.999000+00:00,17681445.46475,17840,1127.476148,7260382.61767693,0
2017-11-12 00:00:00+00:00,6245.05,6630,5325.01,5811.03,4968.483069,2017-11-12 23:59:59.999000+00:00,29711508.6008467,31069,2267.410744,13607604.4163532,0
2017-11-13 00:00:00+00:00,5839.94,6697.47,5699.99,6465.99,2621.243039,2017-11-13 23:59:59.999000+00:00,16498136.0991394,16165,1299.996919,8190123.54546063,0
2017-11-14 00:00:00+00:00,6465.99,6684.98,6311.07,6574.99,1254.292531,2017-11-14 23:59:59.999000+00:00,8168729.97122799,10476,612.136202,3991112.7307127,0
2017-11-15 00:00:00+00:00,6575.99,7298,6575.99,7240.06,1779.605845,2017-11-15 23:59:59.999000+00:00,12446186.4509282,10313,958.59199,6705958.0325874,0
2017-11-16 00:00:00+00:00,7240.14,7940,7076,7864.5,2331.95675,2017-11-16 23:59:59.999000+00:00,17499577.2581597,14961,1196.410717,8973214.5702364,0
2017-11-17 00:00:00+00:00,7876.98,7989,7451,7699.19,3982.395925,2017-11-17 23:59:59.999000+00:00,31024092.6195118,22012,1910.208237,14893068.9684956,0
2017-11-18 00:00:00+00:00,7680.01,7819.99,7422,7761.94,3954.266477,2017-11-18 23:59:59.999000+00:00,30334498.3152571,18383,1891.340324,14512569.8884533,0
2017-11-19 00:00:00+00:00,7761.94,8123.15,7650.33,8038,3867.340444,2017-11-19 23:59:59.999000+00:00,30322635.7689457,14897,2097.613346,16448877.8477171,0
2017-11-20 00:00:00+00:00,8057.11,8319.99,7954,8212,3886.634348,2017-11-20 23:59:59.999000+00:00,31567135.387313,20101,1816.366339,14741452.7291341,0
2017-11-21 00:00:00+00:00,8212.49,8400,7801,8119.51,4544.474016,2017-11-21 23:59:59.999000+00:00,37074997.5809091,20798,2222.291215,18131894.1136692,0
2017-11-22 00:00:00+00:00,8091.09,8322.68,8091.09,8205.92,3545.00571,2017-11-22 23:59:59.999000+00:00,29124078.4721772,14752,1823.860374,14992767.1764715,0
2017-11-23 00:00:00+00:00,8233.03,8260,8000,8019.99,4093.952687,2017-11-23 23:59:59.999000+00:00,33400702.9995763,16625,2163.755131,17665030.2486922,0
2017-11-24 00:00:00+00:00,8019.97,8369,7850,8138,4411.789112,2017-11-24 23:59:59.999000+00:00,35840264.4580405,19754,2166.425275,17613353.7393753,0
2017-11-25 00:00:00+00:00,8138.99,8734.78,8090,8700.01,4292.623682,2017-11-25 23:59:59.999000+00:00,36093005.2014019,18632,2294.9233,19306904.2049427,0
2017-11-26 00:00:00+00:00,8700.04,9350,8604.72,9128.02,4147.380237,2017-11-26 23:59:59.999000+00:00,37138533.8394187,19268,2035.291755,18226481.8895351,0
2017-11-27 00:00:00+00:00,9128,9654.28,9112.04,9650,4521.625707,2017-11-27 23:59:59.999000+00:00,42961064.9520293,22806,2433.447575,23145323.6494801,0
2017-11-28 00:00:00+00:00,9650,9939,9570.5,9896.8,4917.210985,2017-11-28 23:59:59.999000+00:00,48235644.0576554,18923,2431.138502,23851135.772847,0
2017-11-29 00:00:00+00:00,9896.79,11300.03,8520,9687.88,13352.538715,2017-11-29 23:59:59.999000+00:00,135976167.457579,47894,8662.632362,88423971.2894305,0
2017-11-30 00:00:00+00:00,9687.88,10900,8850.8,9838.96,9389.574329,2017-11-30 23:59:59.999000+00:00,91430904.3411639,41153,5360.660242,52384338.0359778,0
2017-12-01 00:00:00+00:00,9837,10898,9380,10782.99,6134.923633,2017-12-01 23:59:59.999000+00:00,62260697.5829155,32375,3269.868588,33193672.1659211,0
2017-12-02 00:00:00+00:00,10775.04,11190,10620,10890.01,4765.439757,2017-12-02 23:59:59.999000+00:00,52046689.8400695,29694,2390.194275,26111051.9790435,0
2017-12-03 00:00:00+00:00,10902.69,11825,10500,11165.41,5346.636524,2017-12-03 23:59:59.999000+00:00,60350708.2933278,39335,2574.246187,29090180.1629043,0
2017-12-04 00:00:00+00:00,11165.41,11600,10802,11579,4663.424562,2017-12-04 23:59:59.999000+00:00,52814985.6399307,32232,2516.855031,28512751.4716229,0
2017-12-05 00:00:00+00:00,11571.03,11853,11447.68,11699.99,5550.732055,2017-12-05 23:59:59.999000+00:00,64721253.0452784,31317,3135.630565,36570499.6554236,0
2017-12-06 00:00:00+00:00,11699.99,13615.23,11665.58,13550.05,6707.946319,2017-12-06 23:59:59.999000+00:00,84409526.6957618,40196,3830.098381,48223185.5658691,0
2017-12-07 00:00:00+00:00,13541.01,16649.96,13050,16599,7487.065695,2017-12-07 23:59:59.999000+00:00,109555325.346498,57541,3931.041376,57501459.7735542,0
2017-12-08 00:00:00+00:00,16599,17204.99,14015,15880,17589.013136,2017-12-08 23:59:59.999000+00:00,271586476.619143,84727,11950.291812,184080403.13797,0
2017-12-09 00:00:00+00:00,15880.01,16269.3,12535,14656.07,13918.758687,2017-12-09 23:59:59.999000+00:00,205372672.987864,66738,7988.323023,118308773.579717,0
2017-12-10 00:00:00+00:00,14664.01,15720.12,12368,14899.98,16553.037173,2017-12-10 23:59:59.999000+00:00,233767963.462015,80669,8736.869344,123176894.486067,0
2017-12-11 00:00:00+00:00,14946.26,17470,14901.08,16587.97,11820.401762,2017-12-11 23:59:59.999000+00:00,193045127.9036,71373,5905.234633,96386375.0581598,0
2017-12-12 00:00:00+00:00,16587.97,16976.45,15875,16349.99,9436.802411,2017-12-12 23:59:59.999000+00:00,155716213.098344,76032,4395.051525,72561808.3553577,0
2017-12-13 00:00:00+00:00,16349.99,16546,14666.56,16033.29,12416.328801,2017-12-13 23:59:59.999000+00:00,196769674.311531,83847,6127.957739,97124627.4857515,0
2017-12-14 00:00:00+00:00,16030.34,16445,15450,16334.98,11616.867151,2017-12-14 23:59:59.999000+00:00,186092495.183485,86150,5999.075173,96150362.1050604,0
2017-12-15 00:00:00+00:00,16334.98,17991,16298.45,17539.83,9181.273947,2017-12-15 23:59:59.999000+00:00,159809704.044087,85478,4712.5784,81924043.9404621,0
2017-12-16 00:00:00+00:00,17516.81,19539,17190.01,19102.66,4202.628709,2017-12-16 23:59:59.999000+00:00,76293721.3650831,51777,2308.847163,41958921.1781299,0
2017-12-17 00:00:00+00:00,19120.19,19798.68,18510,18860.02,9177.183434,2017-12-17 23:59:59.999000+00:00,175867439.470451,84581,4197.960835,80497172.9285552,0
2017-12-18 00:00:00+00:00,18860.04,19300,17029.98,18856.25,10624.633071,2017-12-18 23:59:59.999000+00:00,196339245.745198,91956,4690.302146,86666689.0640536,0
2017-12-19 00:00:00+00:00,18856.25,18950,16300,17295.2,13210.74822,2017-12-19 23:59:59.999000+00:00,232790625.923367,116569,5740.506184,101134115.920165,0
2017-12-20 00:00:00+00:00,17295.2,17720.35,14777.66,16488.98,13450.496693,2017-12-20 23:59:59.999000+00:00,221193892.502239,129762,5732.664035,94404363.825319,0
2017-12-21 00:00:00+00:00,16480.52,17309.5,14022,15492.64,20324.2173,2017-12-21 23:59:59.999000+00:00,320176825.290376,117731,11672.760789,184537677.792389,0
2017-12-22 00:00:00+00:00,15514.03,15699.34,10961,13326.61,36076.271175,2017-12-22 23:59:59.999000+00:00,477509934.718287,243261,17556.682449,233435309.648319,0
2017-12-23 00:00:00+00:00,13326.61,14950,12978.18,13300,13141.538875,2017-12-23 23:59:59.999000+00:00,184759685.332067,135005,6547.667326,92098774.4608775,0
2017-12-24 00:00:00+00:00,13300,13819.99,11640,13500,28557.534988,2017-12-24 23:59:59.999000+00:00,365709589.603029,173557,15365.113545,196993097.073321,0
2017-12-25 00:00:00+00:00,13500,14300,12708,13699.34,15748.207607,2017-12-25 23:59:59.999000+00:00,213139657.628915,116416,8834.650938,119703848.859626,0
2017-12-26 00:00:00+00:00,13699.34,16050,13533,15689.01,15034.668104,2017-12-26 23:59:59.999000+00:00,224843731.896569,133133,8436.171298,125842113.786615,0
2017-12-27 00:00:00+00:00,15709.98,16498.05,14200.15,15459.99,14959.864723,2017-12-27 23:59:59.999000+00:00,231229932.482041,142202,7843.419761,121346099.972218,0
2017-12-28 00:00:00+00:00,15459.97,15539.99,13150,14182.11,21717.858014,2017-12-28 23:59:59.999000+00:00,303401227.98652,178032,11431.787691,159795892.050032,0
2017-12-29 00:00:00+00:00,14199.14,14981,13850,14378.9,18072.008116,2017-12-29 23:59:59.999000+00:00,260911629.218077,142100,10502.69575,151673949.962079,0
2017-12-30 00:00:00+00:00,14378.99,14398.85,11750,12440.01,19221.158039,2017-12-30 23:59:59.999000+00:00,247803953.752486,190204,9530.51786,123372468.278921,0
2017-12-31 00:00:00+00:00,12345.1,14050.11,12149.98,13716.36,11768.989718,2017-12-31 23:59:59.999000+00:00,155283285.367041,138893,6085.523277,80277167.6252944,0
2018-01-01 00:00:00+00:00,13715.65,13818.55,12750,13380,8609.915844,2018-01-01 23:59:59.999000+00:00,114799747.441971,105595,3961.938946,52809747.4403805,0
2018-01-02 00:00:00+00:00,13382.16,15473.49,12890.02,14675.11,20078.092111,2018-01-02 23:59:59.999000+00:00,279717107.433719,177728,11346.326739,158080088.683317,0
2018-01-03 00:00:00+00:00,14690,15307.56,14150,14919.51,15905.667639,2018-01-03 23:59:59.999000+00:00,236116868.33619,162787,8994.953566,133587333.245348,0
2018-01-04 00:00:00+00:00,14919.51,15280,13918.04,15059.54,21329.649574,2018-01-04 23:59:59.999000+00:00,312781583.798308,170310,12680.812951,186116793.011589,0
2018-01-05 00:00:00+00:00,15059.56,17176.24,14600,16960.39,23251.491125,2018-01-05 23:59:59.999000+00:00,369321956.486838,192969,13346.622293,211829900.678982,0
2018-01-06 00:00:00+00:00,16960.39,17143.13,16011.21,17069.79,18571.457508,2018-01-06 23:59:59.999000+00:00,309216920.98641,158242,11007.164056,183417769.062377,0
2018-01-07 00:00:00+00:00,17069.79,17099.96,15610,16150.03,12493.125558,2018-01-07 23:59:59.999000+00:00,206194706.370684,120269,6779.320508,112151163.127435,0
2018-01-08 00:00:00+00:00,16218.85,16322.3,12812,14902.54,26600.609912,2018-01-08 23:59:59.999000+00:00,396569997.157463,208642,13756.844389,206049582.136688,0
2018-01-09 00:00:00+00:00,14902.54,15500,14011.05,14400,14315.004253,2018-01-09 23:59:59.999000+00:00,210630187.457669,156656,6841.233287,100698572.900021,0
2018-01-10 00:00:00+00:00,14401,14955.66,13131.31,14907.09,17411.001655,2018-01-10 23:59:59.999000+00:00,244011366.763028,161476,8529.554675,119570139.806454,0
2018-01-11 00:00:00+00:00,14940,14968.68,11400,13238.78,33554.723751,2018-01-11 23:59:59.999000+00:00,446587594.693738,239416,16422.01998,218762237.37911,0
2018-01-12 00:00:00+00:00,13238.76,14109.78,12500,13740.01,16417.162137,2018-01-12 23:59:59.999000+00:00,222516076.271459,134452,8117.312075,110040020.181478,0
2018-01-13 00:00:00+00:00,13749.95,14580,13706.15,14210,12221.508528,2018-01-13 23:59:59.999000+00:00,173086488.547884,123639,5574.178408,78958098.9463857,0
2018-01-14 00:00:00+00:00,14210,14339.5,12569.2,13474.99,17017.894329,2018-01-14 23:59:59.999000+00:00,226525305.129381,152364,8288.382911,110381556.672599,0
2018-01-15 00:00:00+00:00,13477.98,14249.99,13147.79,13539.93,14652.094705,2018-01-15 23:59:59.999000+00:00,200614554.538343,145362,7431.063272,101748315.637071,0
2018-01-16 00:00:00+00:00,13500,13542.93,9035,10900,63401.169175,2018-01-16 23:59:59.999000+00:00,722150828.149403,418243,30353.401717,346777069.933746,0
2018-01-17 00:00:00+00:00,10899.99,11680.99,9037.94,10988.79,72331.796646,2018-01-17 23:59:59.999000+00:00,744154180.131206,517293,35412.798137,365047291.430379,0
2018-01-18 00:00:00+00:00,10972.59,11878.82,10435.33,10961.97,48464.434937,2018-01-18 23:59:59.999000+00:00,541289614.058405,393112,23814.382845,266091805.665227,0
2018-01-19 00:00:00+00:00,10960,11795,10360,11474.98,34129.375421,2018-01-19 23:59:59.999000+00:00,382773499.226579,273271,16871.416355,189259676.892222,0
2018-01-20 00:00:00+00:00,11474.98,13099,11412.45,12799.94,28768.857827,2018-01-20 23:59:59.999000+00:00,358561107.78097,251647,14389.196005,179183657.904707,0
2018-01-21 00:00:00+00:00,12799.8,12799.8,10965,11530,41379.773426,2018-01-21 23:59:59.999000+00:00,485289230.818892,360207,20574.760061,241154449.981835,0
2018-01-22 00:00:00+00:00,11530,11926.35,9900.24,10760.05,43752.606791,2018-01-22 23:59:59.999000+00:00,475716514.208697,363264,21300.575828,231677479.125622,0
2018-01-23 00:00:00+00:00,10760.05,11399,9905,10799.18,37473.922552,2018-01-23 23:59:59.999000+00:00,399419413.232981,355286,18747.793828,199899519.2733,0
2018-01-24 00:00:00+00:00,10799.14,11570.48,10500,11349.99,27158.587762,2018-01-24 23:59:59.999000+00:00,299470607.4302,293429,13087.393088,144335221.625402,0
