time,open,high,low,close,volume
2017-08-17 00:00:00,4261.48,4485.39,4261.32,4427.3,145.708747
2017-08-17 12:00:00,4436.06,4485.39,4200.74,4285.08,649.44163
2017-08-18 00:00:00,4285.08,4371.52,4134.61,4340.31,720.722201
2017-08-18 12:00:00,4320.52,4340.31,3938.77,4108.37,479.166063
2017-08-19 00:00:00,4108.37,4184.69,3850.0,3957.6,298.518569
2017-08-19 12:00:00,3945.12,4149.99,3928.89,4139.98,82.791194
2017-08-20 00:00:00,4120.98,4211.08,4032.62,4106.53,71.235136
2017-08-20 12:00:00,4106.53,4185.94,4063.35,4086.29,395.847886
2017-08-21 00:00:00,4069.13,4119.62,3953.4,4023.11,522.291586
2017-08-21 12:00:00,4023.11,4070.49,3911.79,4016.0,169.451474
2017-08-22 00:00:00,4016.0,4016.0,3400.0,3866.48,503.638101
2017-08-22 12:00:00,3866.48,4104.82,3786.81,4040.0,463.046757
2017-08-23 00:00:00,4040.0,4242.32,4013.89,4237.99,436.522009
2017-08-23 12:00:00,4205.98,4265.8,4069.8,4114.01,564.614556
2017-08-24 00:00:00,4147.0,4250.94,4085.01,4202.0,418.186098
2017-08-24 12:00:00,4211.78,4371.68,4136.33,4316.01,369.232655
2017-08-25 00:00:00,4316.01,4370.0,4267.5,4361.27,317.047129
2017-08-25 12:00:00,4361.27,4453.91,4247.48,4280.68,256.565611
2017-08-26 00:00:00,4280.71,4319.7,4228.99,4288.72,106.498937
2017-08-26 12:00:00,4288.72,4367.0,4212.41,4337.44,121.609131
2017-08-27 00:00:00,4332.51,4400.0,4285.56,4323.37,167.597269
2017-08-27 12:00:00,4340.0,4386.79,4285.54,4310.01,183.095316
2017-08-28 00:00:00,4310.01,4365.4,4124.54,4308.0,289.414587
2017-08-28 12:00:00,4309.0,4399.82,4271.03,4386.69,314.427029
2017-08-29 00:00:00,4353.65,4417.61,4313.55,4368.5,295.370462
2017-08-29 12:00:00,4368.5,4625.85,4347.59,4587.48,308.174566
2017-08-30 00:00:00,4564.52,4647.51,4416.01,4498.35,445.128309
2017-08-30 12:00:00,4537.0,4609.92,4416.16,4555.14,363.340462
2017-08-31 00:00:00,4555.14,4678.57,4555.14,4656.67,324.524617
2017-08-31 12:00:00,4674.97,4745.42,4631.41,4724.89,232.432185
2017-09-01 00:00:00,4689.89,4798.46,4654.88,4775.0,307.840767
2017-09-01 12:00:00,4775.0,4885.55,4725.81,4834.91,252.825599
2017-09-02 00:00:00,4796.16,4939.19,4473.35,4630.01,466.548012
2017-09-02 12:00:00,4669.75,4675.0,4286.87,4472.14,462.600583
2017-09-03 00:00:00,4508.5,4714.76,4456.8,4486.0,335.535161
2017-09-03 12:00:00,4475.23,4583.84,4298.33,4509.08,355.681037
2017-09-04 00:00:00,4505.0,4527.49,4052.0,4153.0,821.924754
2017-09-04 12:00:00,4153.0,4311.14,3972.51,4100.11,572.71986
2017-09-05 00:00:00,4106.97,4248.6,3603.0,4246.82,722.686125
2017-09-05 12:00:00,4248.64,4484.99,4096.06,4366.47,506.252032
2017-09-06 00:00:00,4366.49,4597.79,4335.26,4548.13,529.023331
2017-09-06 12:00:00,4544.59,4662.87,4422.28,4619.77,278.340395
2017-09-07 00:00:00,4619.77,4661.93,4438.19,4613.94,245.62961
2017-09-07 12:00:00,4616.79,4788.59,4586.13,4691.61,254.800365
2017-09-08 00:00:00,4691.66,4735.39,4586.13,4647.53,127.036328
2017-09-08 12:00:00,4653.92,4690.83,4028.93,4282.8,1005.218718
2017-09-09 00:00:00,4282.8,4426.62,4150.06,4327.63,383.100668
2017-09-09 12:00:00,4331.82,4400.6,4159.64,4258.81,275.682284
2017-09-10 00:00:00,4258.81,4279.7,3801.0,4098.79,412.544427
2017-09-10 12:00:00,4069.43,4283.0,4043.17,4130.37,247.828848
2017-09-11 00:00:00,4153.62,4334.43,4098.91,4191.53,494.720202
2017-09-11 12:00:00,4191.54,4313.18,4158.84,4208.47,205.268863
2017-09-12 00:00:00,4208.6,4394.59,4201.9,4340.1,344.964833
2017-09-12 12:00:00,4343.01,4345.92,4040.8,4163.72,534.665486
2017-09-13 00:00:00,4159.72,4165.38,3796.8,3832.0,515.871549
2017-09-13 12:00:00,3831.01,3991.01,3760.0,3944.69,397.590996
2017-09-14 00:00:00,3944.0,3993.0,3418.0,3481.02,697.680912
2017-09-14 12:00:00,3481.02,3666.0,3165.13,3189.02,967.340631
2017-09-15 00:00:00,3188.01,3460.0,2817.0,2919.0,921.291279
2017-09-15 12:00:00,2870.9,3856.0,2870.9,3700.0,1047.575213
2017-09-16 00:00:00,3674.01,3950.0,3470.66,3630.06,837.160812
2017-09-16 12:00:00,3630.06,3800.0,3531.01,3714.95,460.403141
2017-09-17 00:00:00,3685.23,3709.94,3499.02,3499.03,372.606569
2017-09-17 12:00:00,3499.03,3748.21,3499.03,3699.99,309.564641
2017-09-18 00:00:00,3690.0,4000.0,3690.0,3929.33,507.727306
2017-09-18 12:00:00,3932.98,4123.2,3890.0,4035.01,522.279149
2017-09-19 00:00:00,4060.0,4089.97,3830.91,3969.01,470.873596
2017-09-19 12:00:00,3969.32,4029.99,3830.91,3910.04,431.458533
2017-09-20 00:00:00,3910.04,3988.83,3820.0,3927.77,366.425565
2017-09-20 12:00:00,3927.77,4046.08,3860.09,3900.0,354.509511
2017-09-21 00:00:00,3889.99,3910.0,3800.0,3864.95,346.631619
2017-09-21 12:00:00,3862.99,3879.99,3567.0,3609.99,655.022465
2017-09-22 00:00:00,3592.84,3750.0,3522.22,3539.97,423.348129
2017-09-22 12:00:00,3528.36,3645.99,3505.55,3595.87,415.618296
2017-09-23 00:00:00,3595.88,3798.9,3542.91,3798.0,350.638464
2017-09-23 12:00:00,3798.9,3817.19,3700.0,3780.0,402.154327
2017-09-24 00:00:00,3779.54,3789.99,3622.76,3683.36,402.534833
2017-09-24 12:00:00,3674.22,3730.0,3624.38,3660.02,259.101557
2017-09-25 00:00:00,3660.02,3815.74,3653.69,3781.05,374.479434
2017-09-25 12:00:00,3781.05,3979.87,3770.0,3920.75,353.515279
2017-09-26 00:00:00,3928.0,3959.56,3850.05,3949.45,325.348531
2017-09-26 12:00:00,3950.0,3976.99,3880.0,3882.35,201.379456
2017-09-27 00:00:00,3882.36,4099.95,3872.81,4073.0,278.67384
2017-09-27 12:00:00,4072.2,4249.94,4053.4,4193.0,349.497126
2017-09-28 00:00:00,4192.11,4300.0,4136.0,4180.0,408.51714
2017-09-28 12:00:00,4170.19,4210.0,4101.0,4174.5,441.268185
2017-09-29 00:00:00,4178.98,4248.0,3952.01,4220.01,1087.887629
2017-09-29 12:00:00,4234.99,4263.86,4101.01,4174.69,514.421936
2017-09-30 00:00:00,4175.0,4345.0,4138.1,4324.99,402.256831
2017-09-30 12:00:00,4320.21,4380.0,4275.35,4378.51,318.096352
2017-10-01 00:00:00,4378.49,4378.49,4265.02,4337.01,306.462599
2017-10-01 12:00:00,4337.01,4406.52,4240.04,4378.48,420.501086
2017-10-02 00:00:00,4400.0,4560.0,4380.01,4410.01,340.959126
2017-10-02 12:00:00,4419.99,4561.63,4360.0,4380.0,314.797848
2017-10-03 00:00:00,4380.0,4467.33,4189.71,4297.99,616.898117
2017-10-03 12:00:00,4290.0,4329.86,4180.8,4310.0,465.425446
2017-10-04 00:00:00,4314.9,4373.0,4185.01,4228.0,431.429838
2017-10-04 12:00:00,4230.0,4248.97,4142.0,4208.59,437.035263
2017-10-05 00:00:00,4208.59,4235.0,4110.0,4226.05,457.50286
2017-10-05 12:00:00,4226.05,4355.0,4226.05,4292.43,321.635778
2017-10-06 00:00:00,4318.99,4417.0,4292.0,4405.0,272.798384
2017-10-06 12:00:00,4391.11,4416.78,4312.57,4369.0,233.730792
2017-10-07 00:00:00,4369.0,4399.0,4312.56,4335.9,163.201498
2017-10-07 12:00:00,4335.9,4479.5,4326.0,4423.0,134.396002
2017-10-08 00:00:00,4425.0,4517.0,4425.0,4487.99,224.988115
2017-10-08 12:00:00,4487.99,4658.0,4460.02,4640.0,293.473889
2017-10-09 00:00:00,4640.0,4660.0,4550.0,4615.0,225.114195
2017-10-09 12:00:00,4615.0,4889.98,4615.0,4786.95,421.34895
2017-10-10 00:00:00,4786.95,4888.88,4720.16,4790.0,354.689845
2017-10-10 12:00:00,4790.01,4960.0,4680.59,4783.06,688.531928
2017-10-11 00:00:00,4783.06,4852.22,4710.0,4818.99,612.082536
2017-10-11 12:00:00,4804.93,4881.61,4751.01,4821.43,141.34686
