time,open,high,low,close,volume
2017-08-17,4261.48,4485.39,3938.77,4108.37,1995.038641
2017-08-19,4108.37,4211.08,3850.0,4086.29,848.392785
2017-08-21,4069.13,4119.62,3400.0,4040.0,1658.4279179999999
2017-08-23,4040.0,4371.68,4013.89,4316.01,1788.5553180000002
2017-08-25,4316.01,4453.91,4212.41,4337.44,801.720808
2017-08-27,4332.51,4400.0,4124.54,4386.69,954.534201
2017-08-29,4353.65,4647.51,4313.55,4555.14,1412.0137989999998
2017-08-31,4555.14,4885.55,4555.14,4834.91,1117.623168
2017-09-02,4796.16,4939.19,4286.87,4509.08,1620.364793
2017-09-04,4505.0,4527.49,3603.0,4366.47,2623.5827710000003
2017-09-06,4366.49,4788.59,4335.26,4691.61,1307.793701
2017-09-08,4691.66,4735.39,4028.93,4258.81,1791.037998
2017-09-10,4258.81,4334.43,3801.0,4208.47,1360.3623400000001
2017-09-12,4208.6,4394.59,3760.0,3944.69,1793.092864
2017-09-14,3944.0,3993.0,2817.0,3700.0,3633.888035
2017-09-16,3674.01,3950.0,3470.66,3699.99,1979.735163
2017-09-18,3690.0,4123.2,3690.0,3910.04,1932.338584
2017-09-20,3910.04,4046.08,3567.0,3609.99,1722.58916
2017-09-22,3592.84,3817.19,3505.55,3780.0,1591.759216
2017-09-24,3779.54,3979.87,3622.76,3920.75,1389.6311030000002
2017-09-26,3928.0,4249.94,3850.05,4193.0,1154.898953
2017-09-28,4192.11,4300.0,3952.01,4174.69,2452.09489
2017-09-30,4175.0,4406.52,4138.1,4378.48,1447.3168679999999
2017-10-02,4400.0,4561.63,4180.8,4310.0,1738.0805369999998
2017-10-04,4314.9,4373.0,4110.0,4292.43,1647.6037390000001
2017-10-06,4318.99,4479.5,4292.0,4423.0,804.1266760000001
2017-10-08,4425.0,4889.98,4425.0,4786.95,1164.9251490000001
2017-10-10,4786.95,4960.0,4680.59,4821.43,1796.651169
2017-10-12,4821.43,5846.17,4810.16,5649.98,3156.529102
2017-10-14,5650.0,5922.3,5400.01,5709.99,2314.282421
2017-10-16,5710.0,5788.91,5508.63,5595.0,2958.865838
