time,open,high,low,close,volume
2017-08-17 00:00:00,4261.48,4349.99,4261.32,4349.99,82.088865
2017-08-17 08:00:00,4333.32,4485.39,4333.32,4352.34,238.181883
2017-08-17 16:00:00,4352.33,4369.69,4200.74,4285.08,474.879629
2017-08-18 00:00:00,4285.08,4340.62,4134.61,4300.25,524.582072
2017-08-18 08:00:00,4285.0,4371.52,4193.7,4236.89,372.109513
2017-08-18 16:00:00,4234.54,4297.75,3938.77,4108.37,303.196679
2017-08-19 00:00:00,4108.37,4184.69,3933.21,4033.47,221.262527
2017-08-19 08:00:00,4033.47,4100.0,3850.0,3972.05,124.77162
2017-08-19 16:00:00,4036.19,4149.99,3953.4,4139.98,35.275616
2017-08-20 00:00:00,4120.98,4156.56,4044.0,4155.87,35.215193
2017-08-20 08:00:00,4155.87,4211.08,4032.62,4125.0,65.133209
2017-08-20 16:00:00,4125.0,4185.94,4069.13,4086.29,366.73462
2017-08-21 00:00:00,4069.13,4119.62,3953.4,4043.63,443.413272
2017-08-21 08:00:00,4043.63,4088.12,3911.79,4022.0,122.64111
2017-08-21 16:00:00,4005.99,4070.49,3918.8,4016.0,125.688678
2017-08-22 00:00:00,4016.0,4016.0,3400.0,3798.08,281.906865
2017-08-22 08:00:00,3798.08,3990.12,3750.08,3858.23,401.089657
2017-08-22 16:00:00,3858.23,4104.82,3853.47,4040.0,283.688336
2017-08-23 00:00:00,4040.0,4127.99,4013.89,4074.88,301.497987
2017-08-23 08:00:00,4081.63,4265.8,4057.0,4197.05,372.384591
2017-08-23 16:00:00,4226.94,4259.58,4069.8,4114.01,327.253987
2017-08-24 00:00:00,4147.0,4204.55,4085.01,4153.32,246.69961
2017-08-24 08:00:00,4153.8,4250.94,4136.33,4222.0,318.48383
2017-08-24 16:00:00,4223.06,4371.68,4178.22,4316.01,222.235313
2017-08-25 00:00:00,4316.01,4370.0,4267.5,4329.0,242.614069
2017-08-25 08:00:00,4317.81,4422.29,4261.13,4394.36,238.639716
2017-08-25 16:00:00,4394.36,4453.91,4247.48,4280.68,92.358955
2017-08-26 00:00:00,4280.71,4319.7,4228.99,4319.7,70.345856
2017-08-26 08:00:00,4319.7,4319.7,4221.14,4275.0,70.808065
2017-08-26 16:00:00,4275.0,4367.0,4212.41,4337.44,86.954147
2017-08-27 00:00:00,4332.51,4400.0,4293.42,4313.84,110.458587
2017-08-27 08:00:00,4331.29,4352.34,4285.54,4325.0,92.416106
2017-08-27 16:00:00,4290.01,4386.79,4290.01,4310.01,147.817892
2017-08-28 00:00:00,4310.01,4330.36,4124.54,4261.9,167.692553
2017-08-28 08:00:00,4261.9,4365.4,4226.93,4273.59,243.580585
2017-08-28 16:00:00,4317.2,4399.82,4273.59,4386.69,192.568478
2017-08-29 00:00:00,4353.65,4404.07,4313.55,4329.02,207.319033
2017-08-29 08:00:00,4328.12,4625.85,4328.12,4570.0,216.816
2017-08-29 16:00:00,4569.65,4624.99,4496.95,4587.48,179.409995
2017-08-30 00:00:00,4564.52,4647.51,4527.45,4550.02,268.976481
2017-08-30 08:00:00,4550.0,4597.0,4416.01,4546.77,339.165309
2017-08-30 16:00:00,4555.0,4609.92,4516.87,4555.14,200.326981
2017-08-31 00:00:00,4555.14,4628.12,4555.14,4592.16,212.649806
2017-08-31 08:00:00,4603.58,4685.55,4572.64,4648.82,218.872006
2017-08-31 16:00:00,4648.82,4745.42,4638.98,4724.89,125.43499
2017-09-01 00:00:00,4689.89,4767.0,4654.88,4707.5,176.874112
2017-09-01 08:00:00,4715.0,4839.92,4708.09,4803.83,199.854367
2017-09-01 16:00:00,4756.46,4885.55,4738.94,4834.91,183.937887
2017-09-02 00:00:00,4796.16,4939.19,4473.35,4697.71,324.308136
2017-09-02 08:00:00,4701.02,4709.4,4354.61,4460.19,329.544361
2017-09-02 16:00:00,4465.12,4554.98,4286.87,4472.14,275.296098
2017-09-03 00:00:00,4508.5,4714.76,4467.88,4620.87,232.321642
2017-09-03 08:00:00,4610.52,4674.86,4298.33,4384.15,273.485038
2017-09-03 16:00:00,4351.02,4583.84,4345.01,4509.08,185.409518
2017-09-04 00:00:00,4505.0,4527.49,4052.0,4186.96,357.244716
2017-09-04 08:00:00,4102.05,4437.68,4014.76,4015.03,740.921265
2017-09-04 16:00:00,4015.03,4300.95,3972.51,4100.11,296.478633
2017-09-05 00:00:00,4106.97,4190.4,3603.0,4190.4,500.571716
2017-09-05 08:00:00,4190.0,4298.0,4050.0,4151.0,467.190874
2017-09-05 16:00:00,4140.0,4484.99,4096.06,4366.47,261.175567
2017-09-06 00:00:00,4366.49,4522.81,4335.26,4461.29,353.728511
2017-09-06 08:00:00,4476.13,4619.47,4422.28,4619.43,436.891617
2017-09-06 16:00:00,4619.43,4662.87,4610.0,4619.77,16.743598
2017-09-07 00:00:00,4619.77,4661.93,4438.19,4510.25,153.119333
2017-09-07 08:00:00,4475.01,4759.25,4458.0,4755.0,257.719959
2017-09-07 16:00:00,4755.0,4788.59,4586.13,4691.61,89.590683
2017-09-08 00:00:00,4691.66,4735.39,4586.13,4619.01,90.730903
2017-09-08 08:00:00,4625.36,4699.77,4028.93,4348.65,528.460766
2017-09-08 16:00:00,4330.68,4396.49,4060.0,4282.8,513.063377
2017-09-09 00:00:00,4282.8,4426.62,4150.06,4321.52,323.384458
2017-09-09 08:00:00,4336.19,4400.6,4245.94,4276.0,184.49421
2017-09-09 16:00:00,4276.0,4300.0,4159.64,4258.81,150.904284
2017-09-10 00:00:00,4258.81,4279.7,3801.0,3988.95,306.591804
2017-09-10 08:00:00,3988.89,4135.48,3900.05,4094.93,186.19112
2017-09-10 16:00:00,4086.92,4283.0,4072.45,4130.37,167.590351
2017-09-11 00:00:00,4153.62,4334.43,4098.91,4178.73,425.480345
2017-09-11 08:00:00,4186.88,4313.18,4115.39,4251.29,157.662364
2017-09-11 16:00:00,4246.43,4280.0,4158.84,4208.47,116.846356
2017-09-12 00:00:00,4208.6,4394.59,4201.9,4361.0,245.264037
2017-09-12 08:00:00,4361.04,4373.67,4228.5,4258.72,289.441339
2017-09-12 16:00:00,4249.49,4280.0,4040.8,4163.72,344.924943
2017-09-13 00:00:00,4159.72,4165.38,3796.8,3933.76,379.838073
2017-09-13 08:00:00,3914.01,3976.19,3760.0,3795.0,344.480721
2017-09-13 16:00:00,3775.47,3991.01,3765.13,3944.69,189.143751
2017-09-14 00:00:00,3944.0,3993.0,3800.0,3869.99,223.863149
2017-09-14 08:00:00,3846.58,3889.98,3395.0,3518.0,896.995053
